"UIC","Tray-ID","Date","Testing duration","Erasure technician","Final_Grade","Hardware test summary","Mandatory_Test","Mobile name","Market name","Device_Color","BQ_BatteryChargeRange","Mobile IMEI","Mobile IMEI2","_ro.imei.check","ChargingJack","CrackedLens","Fingerprint","FlashLight","HomeKey","PQ_BatteryBulging","PQ_BentonDevicebody","PQ_CrackDevicebody","PQ_DentDevicebody","PQ_HeadphoneJack_3.5mm","PQ_MissingParts","PQ_ScratchChromeSide","PQ_ScratchesBackpanel","PQ_ScratchesDisplay","PQ_ScreenCracked","PQ_Screen_Type","PowerKey","SIMTray","SilentKey","VolumeKey","Carrier signal test","Carrier signal sim 2 test","Wi-fi test","Bluetooth test","Microphone test","Speaker microphone test","Front microphone test","Headset microphone test","Speaker microphone front test","Receiver test","Headset test","Front camera test","Video test","Auto focus test","Camera flash test","Front camera flash test","Battery charging test","Headset test","Touch test","Proximity test","Compass test","Light test","Vibration test","Home key test","Volume keys test","Screen lock key test","Back key test","Recent/Menu key test","Screen test","Live call test","Live call sim 2 test","Screen damage test","Assisted front camera test","Fingerprint test","Multi-touch test","Face ID test","Auto rotation test","Infrared test","FM radio test","Product Version","Product Name","Operating system version","System manufacturer","System model","Mobile internal model","System serial","Operating system name","Total memory","Business name","Business location","Report ID","Rooted","Mobile internal model","FRP","FRP_Status","blancco_data.blancco_hardware_report.system.mdm_status","Operating system name","Operating system version","blancco_data.blancco_hardware_report.hardware_tests.auto_fingerprint","Device color","Disk capacity","AGPS test","Assisted camera test","Silent key test","Speaker test","_ro.ril.miui.imei0","Back camera test","Find My iPhone"
"93070013717","WHT1799","2023-08-25 07:16:07","00:03:29","sameer.bqc.ggn.100013","C","successful",,"GM1911","OnePlus 7 Pro","Blue","81 %+","865166047738839","865166047738821",,"Successful","Successful","Successful","Successful","Successful","No","No","5","2","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","c90e4c67","Android","8GB",,,"119282682","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93070014208","WHT1799","2023-08-25 08:48:06","00:02:48","sameer.bqc.ggn.100013","C","failed",,"GM1911","OnePlus 7 Pro","Gray","50-80 %","865166045087197","865166045087189","no","Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","failed","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","GM1911","GM1911","4f9d1aa2","Android","8GB",,,"119289034","Not rooted","GM1911","Unlocked",,"Unlocked","Android","11",,,"256000000000","successful","successful",,"successful",,"successful",
"93081214927","WHT1100","2023-08-26 12:27:27","00:02:22","sameer.bqc.ggn.100013","C","successful",,"GM1901","OnePlus 7","Gray","50-80 %","869430047229892","869430047229884",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","5","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","1a8cd72c","Android","6GB",,,"119376568","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081215088","WHT1446","2023-08-28 07:16:58","00:04:26","sameer.bqc.ggn.100013","C","failed",,"Redmi Note 8","Redmi Note 8","Purple","50-80 %","867510044930154","867510044930162",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","5","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","13186a48","Android","4GB",,,"119440449","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","867510044930154","successful",
,,"2023-08-28 12:34:48",,"sameer.bqc.ggn.100013",,,,"Generic device","Generic device",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.0.2","Blancco Mobile Diagnostics and Erasure",,,"Generic device",,"12f669b3e523455599fcd07ed4ce3059",,,,,"119462194",,,,,,,,,,,,,,,,,
"93081214983","WHT10106","2023-08-28 13:02:52","00:02:16","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","50-80 %","866801059256218","866801059256200",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","2","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","57d5eade","Android","12GB",,,"119465703","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93081215042","WHT1446","2023-08-28 07:26:05","00:03:14","sameer.bqc.ggn.100013","B","successful",,"Redmi Note 8","Redmi Note 8","White","50-80 %","862759045832928","862759045832936",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","43a8f6ff","Android","6GB",,,"119441114","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"128000000000","successful","successful",,"successful","862759045832928","successful",
"93073114493","WHT1799","2023-08-25 09:10:04","00:03:46","sameer.bqc.ggn.100013","C","failed",,"GM1911","OnePlus 7 Pro","Blue","81 %+","865166048536117","865166048536109",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","2","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","63984316","Android","8GB",,,"119290231","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93081214949","WHT1100","2023-08-26 09:39:24","00:02:21","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Gray","50-80 %","869430048495831","869430048495823",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful","successful","successful","successful",,"failed","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","6c9a1fbf","Android","6GB",,,"119371988","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714906","WHT1100","2023-08-26 10:59:20","00:04:51","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Gray","10-49 %","869430042723014","869430042723006",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","4","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","3ab5322c","Android","6GB",,,"119373651","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081214997","WHT1446","2023-08-28 05:05:19","00:01:59","sameer.bqc.ggn.100013","B","successful",,"Redmi Note 8","Redmi Note 8","Purple","81 %+","860494045990078","860494045990086",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","94a606e0","Android","4GB",,,"119431747","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","860494045990078","successful",
"93080214645","WHT1996","2023-08-25 11:16:05","00:01:35","sameer.bqc.ggn.100013","B","failed",,"HD1901","OnePlus 7T","Gray","10-49 %","861894044744492","861894044744484",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"failed","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","07efccff","Android","8GB",,,"119297756","Not rooted","HD1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93073114553","WHT1996","2023-08-25 11:52:18","00:03:33","sameer.bqc.ggn.100013","B","failed",,"HD1901","OnePlus 7T","Blue","50-80 %","868539046675995","868539046675987",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"failed","successful","successful","failed","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","38fc2de5","Android","8GB",,,"119300123","Not rooted","HD1901","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93073114496","WHT1799","2023-08-25 09:04:52","00:02:48","sameer.bqc.ggn.100013","C","successful",,"GM1911","OnePlus 7 Pro","Blue","81 %+","865166046395292","865166046395284",,"Successful","Successful","Successful","Failed","Successful","No","No","0","0","No","No","2","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","90dba1d6","Android","8GB",,,"119289982","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714682","WHT10009","2023-08-25 04:59:19","00:04:43","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Blue","10-49 %","865295052916871",,,"Successful","Successful","Successful","Failed","Successful","No","No","0","1","No","No","3","5","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","adbdb93e","Android","8GB",,,"119273762","Not rooted","AC2001","Locked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714697","WHT10009","2023-08-25 05:56:00","00:03:49","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Blue","10-49 %","865295051509917",,"no","Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","2","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","10","OnePlus","AC2001","AC2001","ca36ff5d","Android","8GB",,,"119276989","Not rooted","AC2001","Locked",,"Unlocked","Android","10",,,"128000000000","successful","successful",,"successful",,"successful",
"93081214963","WHT1100","2023-08-26 12:48:08","00:03:09","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Black","10-49 %","869430047812739","869430047812721","no","Successful","Successful","Successful","Successful","Successful","No","No","0","3","No","No","4","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","10","OnePlus","GM1901","GM1901","7bff92fa","Android","6GB",,,"119378163","Not rooted","GM1901","Unlocked",,"Unlocked","Android","10",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714902","WHT1100","2023-08-26 10:08:46","00:02:40","sameer.bqc.ggn.100013","D","failed",,"GM1901","OnePlus 7","Blue","50-80 %","869430049500571","869430049500563",,"Successful","Successful","Successful","Successful","Successful","No","No","5","2","No","No","3","3","4","Yes","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","failed","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"failed","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","1e135a3e","Android","6GB",,,"119372749","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","failed",,"successful",,"successful",
"93080714779","WHT1100","2023-08-26 11:23:15","00:03:49","sameer.bqc.ggn.100013","C","failed",,"GM1901","OnePlus 7","Gray","50-80 %","869430046272430","869430046272422",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","8e0be419","Android","6GB",,,"119374057","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714773","WHT1100","2023-08-26 11:50:14","00:13:45","sameer.bqc.ggn.100013","D","failed",,"GM1901","OnePlus 7","Gray","10-49 %","867254041837670","867254041837662","no","Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","4","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","failed","successful","successful","successful","successful","not available","successful","failed","successful","failed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"failed","successful","successful","successful","not performed","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","GM1901","GM1901","6a1196f3","Android","6GB",,,"119374452","Not rooted","GM1901","Unlocked",,"Unlocked","Android","11",,,"128000000000","successful","successful",,"successful",,"successful",
"93081215011","WHT1446","2023-08-28 06:24:06","00:02:25","sameer.bqc.ggn.100013","B","successful",,"Redmi Note 8","Redmi Note 8","Blue","81 %+","867510040956930","867510040956948",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","133b7a16","Android","4GB",,,"119436497","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","867510040956930","successful",
"93081215069","WHT10106","2023-08-28 10:10:18","00:02:42","sameer.bqc.ggn.100013","D","failed",,"AC2001","OnePlus Nord","Blue","81 %+","865276041471830","865276041471822",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","Yes","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","7d64e9fd","Android","8GB",,,"119453027","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081214945","WHT10106","2023-08-28 11:13:32","00:04:44","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Blue","10-49 %","865295050323252","865295050323245",,"Successful","Successful","Successful","Successful","Successful","No","No","1","0","No","No","3","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","59b07c59","Android","12GB",,,"119456575","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714720","WHT10009","2023-08-25 05:02:50","00:01:51","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","81 %+","862202050251791","862202050251783",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","3e917d2b","Android","12GB",,,"119273963","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714695","WHT10009","2023-08-25 06:28:42","00:04:19","sameer.bqc.ggn.100013","B","successful",,"AC2001","OnePlus Nord","Blue","50-80 %","862202054775910","862202054775902",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","2","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","0f097c52","Android","12GB",,,"119279308","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93073114472","WHT1996","2023-08-25 12:38:50","00:03:07","sameer.bqc.ggn.100013","B","failed",,"HD1901","OnePlus 7T","Blue","50-80 %","861894041329172","861894041329164","no","Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","HD1901","HD1901","e96b1235","Android","8GB",,,"119304306","Not rooted","HD1901","Unlocked",,"Unlocked","Android","11",,,"128000000000","successful","successful",,"successful",,"successful",
"93073114574","WHT1799","2023-08-25 07:55:25","00:02:24","sameer.bqc.ggn.100013","C","failed",,"GM1911","OnePlus 7 Pro","Gray","81 %+","865166045217430","865166045217422",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","failed","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","0031ae33","Android","8GB",,,"119285402","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93073114565","WHT1996","2023-08-25 11:19:02","00:05:45","sameer.bqc.ggn.100013","B","successful",,"HD1901","OnePlus 7T","Gray","50-80 %","868539049894171","868539049894163",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","2","4","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","644dafd7","Android","8GB",,,"119297955","Not rooted","HD1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714795","WHT1100","2023-08-26 09:51:12","00:04:41","sameer.bqc.ggn.100013","D","failed",,"GM1901","OnePlus 7","Blue","1-9 %","867254041158895","867254041158887",,"Successful","Successful","Successful","Successful","Successful","No","No","5","1","No","No","3","3","5","Yes","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","db1d92b0","Android","6GB",,,"119372317","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081215029","WHT1446","2023-08-28 07:33:11","00:02:33","sameer.bqc.ggn.100013","B","successful","Re-performed","Redmi Note 8","Redmi Note 8","Blue","50-80 %","868785042072105","868785042072113",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","3","1","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","906ddc97","Android","4GB",,,"119441621","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","868785042072105","successful",
"93081215039","WHT1446","2023-08-28 05:58:15","00:05:42","sameer.bqc.ggn.100013","C","failed",,"Redmi Note 8","Redmi Note 8","White","50-80 %","869090045266336","869090045266351",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"failed","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","15520c5d","Android","4GB",,,"119434558","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","869090045266336","successful",
"93081215098","WHT1446","2023-08-28 06:11:27","00:02:41","sameer.bqc.ggn.100013","C","failed",,"Redmi Note 8","Redmi Note 8","Blue","50-80 %","867510045786936","867510045786944",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","Yes","No","3","5","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"failed",,"successful","failed","successful","successful","successful","successful","not available","successful","failed","successful","failed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","failed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","133eac0d","Android","4GB",,,"119435612","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","867510045786936","successful",
"93081215054","WHT1446","2023-08-28 06:35:54","00:05:30","sameer.bqc.ggn.100013","B","successful",,"Redmi Note 8","Redmi Note 8","White","81 %+","861182042263552","861182042263560",,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","Yes","No","4","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","16256f21","Android","4GB",,,"119437496","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","861182042263552","successful",
